Semester	Kategori	No	Kegiatan/Bukti	SKS BKD	SKS Lebih	Masa Penugasan	Kolom_8	Kolom_9	Kolom_10	Kolom_11	Kolom_12
Genap 2023/2024	Pendidikan	4	Mengajar Matakuliah PROGRAM KOMPUTER/Kelas 2023A (3 sks)	SK :- Tgl.SK:-	3	Surat Tugas; Nilai Pemrograman Komputer 2023 A	Selesai	100%	3	Sesuai dengan PO BKD 2021, bukti kinerja lainnya spt preseensi dosen , mhs, jurnal perlu dilengkapi	Sesuai PO BKD 2021, Bukti kinerja sesuai
Genap 2023/2024	Penelitian	1	KLASIFIKASI PENENTUAN PENENRIMA BANTUAN PANGAN NON TUNAI DENGAN MENGGUNAKAN METODE KNN (K- NEAREST NEIGHBOR)	Nama :Curtina Jurnal Tgl. 31 Juli : Terbit 2024	0.5	Artikel Jurnal	Selesai	20%	0.5	Sesuai dengan PO BKD 2021, bukti kinerja lainnya spt juga cover jurnal, editor, dll	Termasuk dalam Jurnal nasional , Sebagai penulis 3 dengan dua anggota , (20% x 2,5 = 0,5)
Genap 2023/2024	Pengabdian	1	Pemanfaatan Canva untuk Pembuatan Quiz Pembelajaran di SD Negeri Temaji III Jenu	SK :014a/071073/LPM/ST/V/2024 Tgl.SK:06 Mei 2024	0.375	Pemanfaatan Canva untuk Pembuatan Quiz Pembelajaran; Surat Tugas Pengabdian Kepada Masyarakat di SDN Temaji III; ST- Amaludin	Selesai	100%	0.375	Sesuai dengan PO BKD 2021, surat tusasnya pelu dilampirkan	Sesuai PO BKD 2021, Bukti kinerja sesuai
Genap 2023/2024	Penunjang	1	Panitia Ujian Akhir Semester Genap TA 2023/2024 di Universitas PGRI Ronggolawe	1704/071073/AK/2024- SK : SK Tgl.SK:01 Juli 2024	0.5	SK UAS Genap 2024	Selesai	100%	0.375	Sesuai dengan PO BKD 2021,	Sesuai Tingkat Jurusan sebagai Anggota
Genap 2023/2024	Penunjang	2	Kuliah Kerja Nyata Pemberdayaan Masyarakat (KKN- PM) di Universitas PGRI Ronggolawe	1669/071073/AK/2024- SK : SK Tgl.SK:26 Juni 2024	0.5	SK KKN 2024	Berlanjut	100%	0.5	Sesuai dengan PO BKD 2021,	Sesuai PO BKD 2021, Bukti kinerja sesuai
Genap 2023/2024	Penunjang	3	Panitia SNASPPM IX di Universitas PGRI Ronggolawe	1526/071073/AK/2024- SK : SK Tgl.SK:10 Juni 2024	0.5	SK SNasPPM IX	Berlanjut	100%	0.5	Sesuai dengan PO BKD 2021,	Sesuai PO BKD 2021, Bukti kinerja sesuai
Genap 2023/2024	Penunjang	1	PERANCANGAN UI/UX APLIKASI FISHLINE MENGGUNAKAN METODE DESIGN THINKING Hasil penelitian/pemikiran yang dipublikasikan dalam bentuk jurnal nasional terakreditasi Kemenristekdikti	SK :- 05 Tgl.SK:Februari 2024	100%	05 Februari 2024 sampai 05 Februari 2027	Surat Tugas Penelitian Alfian Nurlifa; Artikel Ilmiah; Cover Jurnal	Sesuai	Dinilai SESUAI semester lalu oleh Asesor	Dinilai SESUAI semester lalu oleh Asesor	
Genap 2023/2024	Penunjang	2	SISTEM INFORMASI MANAGEMENT PEMBANGUNAN PABRIK PT. SEMEN GRESIK Hasil penelitian/pemikiran yang dipublikasikan dalam bentuk jurnal nasional	SK :- 31 Juli Tgl.SK: 2023	100%	31 Juli 2023 sampai 31 Juli 2026	Jurnal Nasional	Sesuai	Dinilai SESUAI semester lalu oleh Asesor	Dinilai SESUAI semester lalu oleh Asesor	
Genap 2023/2024	Penunjang	3	CLUSTERING DAERAH RAWAN BANJIR DI KABUPATEN TUBAN DENGAN K-MEANS DISERTAI VISUALISASI SISTEM INFORMASI GEOGRAFIS Hasil penelitian/pemikiran yang dipublikasikan dalam bentuk jurnal nasional	SK :- 31 Juli Tgl.SK: 2022	100%	31 Juli 2022 sampai 31 Juli 2025	Cover Jurnal; Surat Tugas Penelitian Alfian Nurlifa; Daftar Isi; Artikel Jurnal Curtina Juli 2022; Editorial	Sesuai	Dinilai SESUAI semester lalu oleh Asesor	Dinilai SESUAI semester lalu oleh Asesor	
Genap 2023/2024	Penunjang	4	KLASIFIKASI PENENTUAN PENENRIMA BANTUAN PANGAN NON TUNAI DENGAN MENGGUNAKAN METODE KNN (K- NEAREST NEIGHBOR) Hasil penelitian/pemikiran yang dipublikasikan dalam bentuk jurnal nasional	SK :- 31 Juli Tgl.SK: 2024	100%	31 Juli 2024 sampai 31 Juli 2027	Artikel Jurnal	Sesuai	Sesuai dengan PO BKD 2021,	Sesuai PO BKD 2021, Bukti kinerja sesuai	
Genap 2023/2024	Penunjang	5	PEMANFAATAN SENSOR WARNA SEBAGAI ALAT PENDETEKSI KESEGARAN BUAH DENGAN NOTIF MONITORING LED Hasil penelitian atau hasil	SK :- 03 Tgl.SK:November 2022	100%	03 November 2022 sampai 03 November 2025	Cover-Editorial team-Daftar Isi; Artikel prosiding Publikasi	Sesuai	Dinilai SESUAI semester lalu oleh Asesor	Dinilai SESUAI semester lalu oleh Asesor	
Genap 2023/2024	Penunjang	6	MONITORING ALIRAN INFUS PASIEN MACET DI RUANG PERAWAT MENGGUNAKAN NRF WIRELESS COMMUNICATION Hasil penelitian atau hasil pemikiran yang Dipresentasikan secara oral dan dimuat dalam prosiding yang dipublikasikan (ber ISSN/ISBN): Nasional	SK :- 08 Januari Tgl.SK: 2022	100%	08 Januari 2022 sampai 08 Januari 2025	Surat Tugas Penelitian; Sertifikat Pemakalah; S.T. Penelitian Amaludin; Papper Prosiding	Sesuai	Dinilai SESUAI semester lalu oleh Asesor	Dinilai SESUAI semester lalu oleh Asesor	
Genap 2023/2024	Penunjang	7	Evaluasi Sistem Informasi Pelayanan Administrasi Desa Menggunakan Pendekatan User Persona dan User Journey Map Hasil penelitian atau hasil pemikiran yang Dipresentasikan secara oral dan dimuat dalam prosiding yang dipublikasikan (ber ISSN/ISBN): Nasional	SK :- 16 Januari Tgl.SK: 2023	100%	16 Januari 2023 sampai 16 Januari 2026	Junral Penelitian; Surat Tugas Penelitian Alfian Nurlifa; Daftar Isi; Artikel Ilmiah Prosiding	Sesuai	Dinilai SESUAI semester lalu oleh Asesor	Dinilai SESUAI semester lalu oleh Asesor	
Genap 2023/2024	Penunjang	1	Pelaksanaan Pendidikan	Tidak boleh kosong	12	0	M				
Genap 2023/2024	Penunjang	3	Pelaksanaan Pengabdian	Tidak boleh kosong	0.375	0	M				
Ganjil 2024/2025	Pendidikan	1	Mengajar Matakuliah LOGIKA PEMROGRAMAN/Kelas 2024B (2 sks)	SK :- Tgl.SK:-	2	Surat Tugas; Daftar Nilai	Selesai	100%	2	Sesuai dengan PO BKD 2021, dengan catatan agar dilengkapi dengan Preseensi dan Jurnal Kuliah	Sesuai PO BKD 2021, Bukti kinerja sesuai
Ganjil 2024/2025	Pendidikan	2	Mengajar Matakuliah LOGIKA PEMROGRAMAN/Kelas 2024C (2 sks)	SK :- Tgl.SK:-	2	Daftar Nilai; Surat Tugas	Selesai	100%	2	Sesuai dengan PO BKD 2021, dengan catatan agar dilengkapi dengan Preseensi dan Jurnal Kuliah	Sesuai PO BKD 2021, Bukti kinerja sesuai
Ganjil 2024/2025	Pendidikan	3	Mengajar Matakuliah LOGIKA PEMROGRAMAN/Kelas 2024A (2 sks)	SK :- Tgl.SK:-	2	Surat Tugas; Daftar Nilai	Selesai	100%	2	Sesuai dengan PO BKD 2021, dengan catatan agar dilengkapi dengan Preseensi dan Jurnal Kuliah	Sesuai PO BKD 2021, Bukti kinerja sesuai
Ganjil 2024/2025	Pendidikan	4	Mengajar Matakuliah BASIS DATA TERDISTRIBUSI/Kelas 2022A (3 sks)	SK :- Tgl.SK:-	3	Surat Tugas; Daftar Nilai	Selesai	100%	3	Sesuai dengan PO BKD 2021, dengan catatan agar dilengkapi dengan Preseensi dan Jurnal Kuliah, dzn Untuk nilai mata kuliah lainnya supaya dilaporkan juga	Sesuai PO BKD 2021, Bukti kinerja sesuai
Ganjil 2024/2025	Penelitian	1	Sistem Pendukung Keputusan Anak berkebutuhan Khusus Menggunakan Metode Analisi Cluster	Nama :ANTIVIRUS Jurnal Tgl. 30 Januari : Terbit 2025	1.5	Bukti Korespondensi; Jurnal Penelitian anti Virus; Cek Plagiasi; Laporan akhir Penelitian	Selesai	60%	0.75	Tidak Sesuai dengan PO BKD 2021, Artikel Jurnal yg diupload bukan milik Pengusul	Sesuai PO BKD 2021, Bukti kinerja sesuai
Ganjil 2024/2025	Penelitian	2	DINAMIKA ADOPSI TEKNOLOGI KECERDASAN BUATAN DALAM PENDIDIKAN TINGGI: SEBUAH ANALISIS MENGGUNAKAN MODEL PENERIMAAN TEKNOLOGI (TECHNOLOGY ACCEPTANCE MODEL TAM)	Prosiding Seminar Nasional ISBN : Penelitian dan Pengabdian Masyarakat Tgl. 02 Oktober : Terbit2024	0.3333	artikel prosiding	Selesai	13.3333%	0.3333	Sesuai dengan PO BKD 2021, dengan catatan agar dilengkapi dengan Surat Tugas	Sesuai PO BKD 2021, Bukti kinerja sesuai
Ganjil 2024/2025	Pengabdian	1	Sosialisasi Literasi Digital dan Pencegahan Aksi Perundungan di SDN KLUTUK II Tambakboyo	SK :067d/071073/LPM/ST/XII/2024 Tgl.SK:06 Desember 2024	0.375	Laporan PkM; ST Pengmas; ST Pengmas Gasal 2024- 2025 Dr.Tabitha Sri HW, M.Kes; Surat Tugas Pengabdian Rachmalia Vinda Kusuma; ST Dan Materi Pengabdian Kepada Masyarakat; Surat Tugas PkM	Selesai	100%	0.625	Sesuai dengan PO BKD 2021	berdasarkan penugasan PT
Ganjil 2024/2025	Pengabdian	2	MENDORONG KESETARAAN INKLUSI DI ERA DIGITAL: KATALOG PRODUK UMKM DISABILITAS SEBAGAI SARANA PEMBERDAYAAN EKONOMI	SK :- Tgl.SK:-	1	Surat Tugas Pengabdian Alfian Nurlifa; Cover Prosiding; artikel prosiding	Selesai	40%	1.25	Sesuai dengan PO BKD 2021, dengan catatan agar dilengkapi dengan surat tugasnya	sebagai coresponden author 60% x 2,5 = 1,5
Ganjil 2024/2025	Penunjang	1	Panitia SNASPPM IX di Universitas PGRI Ronggolawe	SK :1526/071073/AK/2024-SK Tgl.SK:10 Juni 2024	0.5	SK SNasPPM IX	Selesai	100%	0.375	Sesuai dengan PO BKD 2021	tingkat fakultas
Ganjil 2024/2025	Penunjang	2	panitia Ujian Akhir Semester (UAS) Gasal di Universitas PGRI Ronggolawe	SK. Rektor No. SK : 3266/071073/AK/2024-SK Tgl.SK:30 Desember 2024	0.5	SK Panitia UAS	Selesai	100%	0.375	Sesuai dengan PO BKD 2021	tingkat fakultas
Ganjil 2024/2025	Penunjang	1	PERANCANGAN UI/UX APLIKASI FISHLINE MENGGUNAKAN METODE DESIGN THINKING Hasil penelitian/pemikiran yang dipublikasikan dalam bentuk jurnal nasional terakreditasi Kemenristekdikti	SK :- 05 Tgl.SK:Februari 2024	100%	05 Februari 2024 sampai 05 Februari 2027	Surat Tugas Penelitian Alfian Nurlifa; Artikel Ilmiah; Cover Jurnal	Sesuai	Dinilai SESUAI semester lalu oleh Asesor	Dinilai SESUAI semester lalu oleh Asesor	
Ganjil 2024/2025	Penunjang	2	CLUSTERING DAERAH RAWAN BANJIR DI KABUPATEN TUBAN DENGAN K-MEANS DISERTAI VISUALISASI SISTEM INFORMASI GEOGRAFIS Hasil penelitian/pemikiran yang dipublikasikan dalam bentuk jurnal nasional	SK :- 31 Juli Tgl.SK: 2022	100%	31 Juli 2022 sampai 31 Juli 2025	Cover Jurnal; Surat Tugas Penelitian Alfian Nurlifa; Daftar Isi; Artikel Jurnal Curtina Juli 2022; Editorial	Sesuai	Dinilai SESUAI semester lalu oleh Asesor	Dinilai SESUAI semester lalu oleh Asesor	
Ganjil 2024/2025	Penunjang	3	SISTEM INFORMASI MANAGEMENT PEMBANGUNAN PABRIK PT. SEMEN GRESIK Hasil penelitian/pemikiran yang dipublikasikan dalam bentuk jurnal nasional	SK :- 31 Juli Tgl.SK: 2023	100%	31 Juli 2023 sampai 31 Juli 2026	Jurnal Nasional	Sesuai	Dinilai SESUAI semester lalu oleh Asesor	Dinilai SESUAI semester lalu oleh Asesor	
Ganjil 2024/2025	Penunjang	4	KLASIFIKASI PENENTUAN PENENRIMA BANTUAN PANGAN NON TUNAI DENGAN MENGGUNAKAN METODE KNN (K-NEAREST NEIGHBOR) Hasil penelitian/pemikiran yang dipublikasikan dalam bentuk jurnal nasional	SK :- 31 Juli Tgl.SK: 2024	100%	31 Juli 2024 sampai 31 Juli 2027	Artikel Jurnal	Sesuai	Dinilai SESUAI semester lalu oleh Asesor	Dinilai SESUAI semester lalu oleh Asesor	
Ganjil 2024/2025	Penunjang	5	Sistem Pendukung Keputusan Anak berkebutuhan Khusus Menggunakan Metode Analisi Cluster Hasil penelitian/pemikiran yang dipublikasikan dalam bentuk jurnal nasional	SK :- 30 Januari Tgl.SK: 2025	100%	30 Januari 2025 sampai 30 Januari 2028	Bukti Korespondensi; Jurnal Penelitian anti Virus; Cek Plagiasi; Laporan akhir Penelitian	Sesuai	Sesuai dengan PO BKD 2021	Sesuai PO BKD 2021, Bukti kinerja sesuai	
Ganjil 2024/2025	Penunjang	7	MONITORING ALIRAN INFUS PASIEN MACET DI RUANG PERAWAT MENGGUNAKAN NRF WIRELESS COMMUNICATION Hasil penelitian atau hasil pemikiran yang Dipresentasikan secara oral dan dimuat dalam prosiding yang dipublikasikan (ber ISSN/ISBN): Nasional	SK :- 08 Januari Tgl.SK: 2022	100%	08 Januari 2022 sampai 08 Januari 2025	Surat Tugas Penelitian; Sertifikat Pemakalah; S.T. Penelitian Amaludin; Papper Prosiding	Sesuai	Dinilai SESUAI semester lalu oleh Asesor	Dinilai SESUAI semester lalu oleh Asesor	
Ganjil 2024/2025	Penunjang	8	Evaluasi Sistem Informasi Pelayanan Administrasi Desa Menggunakan Pendekatan User Persona dan User Journey Map Hasil penelitian atau hasil pemikiran yang Dipresentasikan secara oral dan dimuat dalam prosiding yang dipublikasikan (ber ISSN/ISBN): Nasional	SK :- 16 Januari Tgl.SK: 2023	100%	16 Januari 2023 sampai 16 Januari 2026	Junral Penelitian; Surat Tugas Penelitian Alfian Nurlifa; Daftar Isi; Artikel Ilmiah Prosiding	Sesuai	Dinilai SESUAI semester lalu oleh Asesor	Dinilai SESUAI semester lalu oleh Asesor	
Ganjil 2024/2025	Penunjang	9	DINAMIKA ADOPSI TEKNOLOGI KECERDASAN BUATAN DALAM PENDIDIKAN TINGGI: SEBUAH ANALISIS MENGGUNAKAN MODEL PENERIMAAN TEKNOLOGI (TECHNOLOGY ACCEPTANCE MODEL TAM) Hasil penelitian atau hasil pemikiran yang Dipresentasikan secara oral dan dimuat dalam prosiding yang dipublikasikan (ber ISSN/ISBN): Nasional	SK :- 02 Tgl.SK:Oktober 2024	100%	02 Oktober 2024 sampai 02 Oktober 2027	artikel prosiding	Tidak Sesuai	Tidak sesuai dengan PO BKD 2021, tagihan khusus Artikel Jurnal bukan proseding	Bukan Kewajiban khusus Asisten Ahli	
Ganjil 2024/2025	Penunjang	1	Pelaksanaan Pendidikan	Tidak boleh kosong	9	0	M				
Ganjil 2024/2025	Penunjang	3	Pelaksanaan Pengabdian	Tidak boleh kosong	1.875	0	M				
Genap 2024/2025	Pendidikan	1	Mengajar Matakuliah ANALISA DAN PERANCANGAN SISTEM INFORMASI/Kelas 2022B (3 sks)	SK :- Tgl.SK:-	3	Daftar Nilai; Surat Tugas	Selesai	100%	3	sesuai dengan PO BKD 2021 (perlu dilrngkspi dengan Presensi mhs dan jurnal	Sesuai PO BKD 2021, Bukti kinerja sesuai
Genap 2024/2025	Pendidikan	2	Mengajar Matakuliah ANALISA DAN PERANCANGAN SISTEM INFORMASI/Kelas 2022A (3 sks)	SK :- Tgl.SK:-	3	Surat Tugas; Daftar Nilai	Selesai	100%	3	sesuai dengan PO BKD 2021 (perlu dilrngkspi dengan Presensi mhs dan jurnal	Sesuai PO BKD 2021, Bukti kinerja sesuai
Genap 2024/2025	Pendidikan	3	Mengajar Matakuliah ANALISA DAN PERANCANGAN SISTEM INFORMASI/Kelas 2022C (3 sks)	SK :- Tgl.SK:-	3	Surat Tugas; Daftar Nilai	Selesai	100%	3	sesuai dengan PO BKD 2021 (perlu dilrngkspi dengan Presensi mhs dan jurnal	Sesuai PO BKD 2021, Bukti kinerja sesuai
Genap 2024/2025	Pendidikan	4	Mengajar Matakuliah BIOINFORMATIKA/Kelas 2022 (3 sks)	SK :- Tgl.SK:-	3	Surat Tugas; Daftar Nilai	Beban lebih	100%	3	sesuai dengan PO BKD 2021 (perlu dilrngkspi dengan Presensi mhs dan jurnal	Sesuai PO BKD 2021, Bukti kinerja sesuai
Genap 2024/2025	Pendidikan	5	Melakukan pembinaan kegiatan mahasiswa di bidang akademik (PA) dan kemahasiswaan (BEM, Maperwa, dan lain-lain)	SK :- Tgl.SK:-	2	Tidak ada dokumen	Selesai	100%	0	tidak sesuai dengan PO BKD 2021	Bukti pendukung tidak ada
Genap 2024/2025	Penelitian	1	IoT-Based Long Range Wireless Gas Monitoring System for Real-Time Detection and Prevention of LPG Leaks and Fire Hazards in Storage Facilities	International Conference on ISBN :Next-Generation Communication and Computing Tgl. :06 Juli 2025 Terbit	6.25	Jurnal	Beban lebih	100%	5	sesuai dengan PO BKD 2021	Sebagai penulis pertama dan CA
Genap 2024/2025	Penelitian	2	Clustering K Means	ISBN :- Tgl. 08 Agustus : Terbit 2025	1	Jurnal Curtina	Selesai	40%	1	sesuai dengan PO BKD 2021	ini termasuk artikel tidak terakkreditasi, jumlah anggota 4 anggota
Genap 2024/2025	Pengabdian	1	Juri LKS tingkat SMK Kabupaten Tuban IT Software Solution for Business di SMK Tambakboyo Tuban	SK :0214/071073/KP/2025 Tgl.SK:11 Februari 2025	0.375	Surat Keterangan ; Surat Tugas	Selesai	100%	0.375	sesuai dengan PO BKD 2021	Sesuai PO BKD 2021, Bukti kinerja sesuai
Genap 2024/2025	Pengabdian	2	Juri LKS tingkat SMK Kabupaten Tuban IT Web Technologies di SMK Taruna Jaya Prawira Tuban	SK :0213/071073/KP/2025 Tgl.SK:11 Februari 2025	0.375	Surat Tugas; Surat Keterangan menyelesaikan kegiatan	Selesai	100%	0.375	sesuai dengan PO BKD 2021	Sesuai PO BKD 2021, Bukti kinerja sesuai
Genap 2024/2025	Pengabdian	3	Jurnal Nasional Tidak Terakreditasi: Curtina di Editor	SK :1338/071073/FT/Ak.IIIc/2025 Tgl.SK:03 Maret 2025	5	Surat Tugas	Beban lebih	100%	1	sesuai dengan PO BKD 2021	Jurnal tidak terakreditasi tidak dapat di nilai di LKD
Genap 2024/2025	Penunjang	1	Panitia UAS Genap 2024/2025 di UNIVERSITAS PGRI RONGGOLAWE	SK. Rektor : SK :1376/071073/AK/2025- SK Tgl.SK:23 Juni 2025	0.5	SK UAS Genap 2024-2025	Berlanjut	100%	0.375	sesuai dengan PO BKD 2021	sebagai anggota di tingkat fakultas
Genap 2024/2025	Penunjang	1	PERANCANGAN UI/UX APLIKASI FISHLINE MENGGUNAKAN METODE DESIGN THINKING Hasil penelitian/pemikiran yang dipublikasikan dalam bentuk jurnal nasional terakreditasi Kemenristekdikti	SK :- 05 Tgl.SK:Februari 2024	100%	05 Februari 2024 sampai 05 Februari 2027	Surat Tugas Penelitian Alfian Nurlifa; Artikel Ilmiah; Cover Jurnal	Sesuai	Dinilai SESUAI semester lalu oleh Asesor	Dinilai SESUAI semester lalu oleh Asesor	
Genap 2024/2025	Penunjang	2	SISTEM INFORMASI MANAGEMENT PEMBANGUNAN PABRIK PT. SEMEN GRESIK Hasil penelitian/pemikiran yang dipublikasikan dalam bentuk jurnal nasional	SK :- 31 Juli Tgl.SK: 2023	100%	31 Juli 2023 sampai 31 Juli 2026	Jurnal Nasional	Sesuai	Dinilai SESUAI semester lalu oleh Asesor	Dinilai SESUAI semester lalu oleh Asesor	
Genap 2024/2025	Penunjang	3	KLASIFIKASI PENENTUAN PENENRIMA BANTUAN PANGAN NON TUNAI DENGAN MENGGUNAKAN METODE KNN (K- NEAREST NEIGHBOR) Hasil penelitian/pemikiran yang dipublikasikan dalam bentuk jurnal nasional	SK :- 31 Juli Tgl.SK: 2024	100%	31 Juli 2024 sampai 31 Juli 2027	Artikel Jurnal	Sesuai	Dinilai SESUAI semester lalu oleh Asesor	Dinilai SESUAI semester lalu oleh Asesor	
Genap 2024/2025	Penunjang	4	Sistem Pendukung Keputusan Anak berkebutuhan Khusus Menggunakan Metode Analisi Cluster Hasil penelitian/pemikiran yang dipublikasikan dalam bentuk jurnal nasional	SK :- 30 Tgl.SK:Desember 2024	100%	30 Desember 2024 sampai 30 Desember 2027	Bukti Korespondensi; Jurnal Penelitian anti Virus; Cek Plagiasi; Laporan akhir Penelitian	Sesuai	Dinilai SESUAI semester lalu oleh Asesor	Dinilai SESUAI semester lalu oleh Asesor	
Genap 2024/2025	Penunjang	5	IoT-Based Long Range Wireless Gas Monitoring System for Real-Time Detection and Prevention of LPG Leaks and Fire	SK :- 06 Juli Tgl.SK: 2025	100%	06 Juli 2025 sampai 06 Juli 2028	Jurnal	Sesuai	Sesuai PO BKD 2021 dan sesuai dengan syarat	sesuai dengan PO BKD 2021	
Genap 2024/2025	Penunjang	1	Pelaksanaan Pendidikan	Tidak boleh kosong	9	3	M				
Genap 2024/2025	Penunjang	3	Pelaksanaan Pengabdian	Tidak boleh kosong	1.75	0	M				
Ganjil 2025/2026	Pendidikan	1	Mengajar Matakuliah LOGIKA PEMROGRAMAN/Kelas 2025A (2 sks)	SK :- Tgl.SK:-	2	Surat Tugas; Daftar Nilai	Beban lebih	100%	2	sesuai PO BKD 2021	Sesuai PO BKD 2021, Bukti kinerja sesuai
Ganjil 2025/2026	Pendidikan	2	Mengajar Matakuliah ANALISIS BIG DATA/Kelas 2024C (2 sks)	SK :- Tgl.SK:-	2	Daftar Nilai; Surat Tugas	Beban lebih	100%	2	sesuai PO BKD 2021	Sesuai PO BKD 2021, Bukti kinerja sesuai
Ganjil 2025/2026	Pendidikan	3	Mengajar Matakuliah LOGIKA PEMROGRAMAN/Kelas 2025C (2 sks)	SK :- Tgl.SK:-	2	Daftar Nilai; Surat Tugas	Beban lebih	100%	2	sesuai PO BKD 2021	Sesuai PO BKD 2021, Bukti kinerja sesuai
Ganjil 2025/2026	Pendidikan	4	Mengajar Matakuliah ANALISIS BIG DATA/Kelas 2024A (2 sks)	SK :- Tgl.SK:-	2	Daftar Nilai; Surat Tugas	Beban lebih	100%	2	sesuai PO BKD 2021	Sesuai PO BKD 2021, Bukti kinerja sesuai
Ganjil 2025/2026	Pendidikan	5	Mengajar Matakuliah LOGIKA PEMROGRAMAN/Kelas 2025B (2 sks)	SK :- Tgl.SK:-	2	Daftar Nilai; Surat Tugas	Selesai	100%	2	sesuai PO BKD 2021	Sesuai PO BKD 2021, Bukti kinerja sesuai
Ganjil 2025/2026	Pendidikan	6	Mengajar Matakuliah ANALISIS BIG DATA/Kelas 2024B (2 sks)	SK :- Tgl.SK:-	2	Daftar Nilai; Surat Tugas	Selesai	100%	2	sesuai PO BKD 2021	Sesuai PO BKD 2021, Bukti kinerja sesuai
Ganjil 2025/2026	Pendidikan	7	Algoritma dan Pemrograman dengan Python di Universitas PGRI Ronggolawe	SK :4285/071073/FT/AK.IIh/2025 Tgl.SK:19 Agustus 2025	3	Buku Algoritma dan Pemrograman dengan Python	Selesai	60%	3	sesuai PO BKD 2021	Sesuai PO BKD 2021, Bukti kinerja sesuai
Ganjil 2025/2026	Penelitian	1	Transformasi PGRI dan profesionalisme guru : tantangan era digital & revolusi kecerdasan buatan (AI)	Nama :- Jurnal 22 September Tgl. Terbit: 2025	0.5	Buku; Transformasi PGRI Riska Andriani; surat tugas; Surat Tugas	Beban lebih	10%	0.5	sesuai PO BKD 2021	Sesuai PO BKD 2021, Bukti kinerja sesuai
Ganjil 2025/2026	Penelitian	2	Konsep Dasar Ilmu Pengetahuan Sosial untuk Sekolah Dasar	CV. Global Aksara Pers, Kota Nama :Surabaya ISBN: Jurnal 978-634-280-006-5 httpsÂ …, 2026 Tgl. :01 Januari 2026 Terbit	1	Surat Tugas; Surat tugas Fera Dwidarti; surat tugas; buku	Beban lebih	10%	1	sesuai PO BKD 2021	Sesuai PO BKD 2021, Bukti kinerja sesuai
Ganjil 2025/2026	Penelitian	3	Algoritma dan pemrograman dengan Python	Nama :- Jurnal 30 November Tgl. Terbit: 2025	6	buku; surat tugas	Selesai	60%	3	Tidak sesuai sesuai PO BKD 2021/sudah masuk di Bidang Pendidikan	Sesuai PO BKD 2021, Bukti kinerja sesuai
Ganjil 2025/2026	Penelitian	4	MEMBANGUN SISTEM DIGITALISASI KOPERASI DAN IMPLEMENTASI SISTEM INFORMASI BERBASIS KOMPUTER	Nama :Qua Teknika Jurnal 25 September Tgl. Terbit: 2025	0.1667	Laporan Akir Penelitian; Jurnal Qua Teknika,	Beban lebih	6.6667%	0.1667	sesuai PO BKD 2021	Sesuai PO BKD 2021, Bukti kinerja sesuai
Ganjil 2025/2026	Pengabdian	1	Pelatihan Penggunaan dan Pemanfaatan Artificial Intelegence (AI) dalam Menyusun Bahan Ajar di UPT SMP Negeri 4 Tuban di UPT SMP Negeri 4 Tuban	SK :227a/071073/LPM/ST/XII/2025 Tgl.SK:08 Desember 2025	2	surat tugas; laporan	Selesai	100%	2	-	Sesuai PO BKD 2021, Bukti kinerja sesuai
Ganjil 2025/2026	Pengabdian	2	Jurnal Nasional Tidak Terakreditasi: Curtina di Editor	SK :1338/071073/FT/Ak.IIIc/2025 Tgl.SK:03 Maret 2025	5	Surat Tugas	Beban lebih	100%	5	sesuai PO BKD 2021	-
Ganjil 2025/2026	Penunjang	1	Panitia UAS Genap 2024/2025 di UNIVERSITAS PGRI RONGGOLAWE	SK. Rektor : SK : 1376/071073/AK/2025-SK Tgl.SK:23 Juni 2025	0.5	SK UAS Genap 2024-2025	Selesai	100%	0.375	sesuai PO BKD 2021	Menjadi anggota dalam kegiatan PT di tingkat fakultas (0,25)
Ganjil 2025/2026	Penunjang	2	Tim Pengelola Jurnal Curtina di UNIVERSITAS PGRI RONGGOLAWE	SK :1338/071073/FT/Ak.IIIc/2025 Tgl.SK:03 Maret 2025	0.5	SK Dekan Tim Pengelola Jurnal Curtina	Berlanjut	100%	0.25	sesuai PO BKD 2021	pengeloloa artikel tidak masuk di sini
Ganjil 2025/2026	Penunjang	1	Algoritma dan Pemrograman dengan Python Buku Ajar (cetak atau elektronik)	SK :4285/071073/FT/AK.IIh/2025 Tgl.SK:09 November 2025	100%	09 November 2025 sampai 09 November 2028	Buku Algoritma dan Pemrograman dengan Python	Sesuai	Sesuai PO BKD 2021 dan sesuai dengan syarat kewajiban khusus dan bidang kepakaran dosen	sesuai PO BKD 2021, khususnya pada bidang penulisan buku/bahan ajar	
Ganjil 2025/2026	Penunjang	2	Konsep Dasar Ilmu Pengetahuan Sosial untuk Sekolah Dasar Hasil penelitian/pemikiran yang dipublikasikan dalam bentuk buku referensi	SK :- Tgl.SK:01 Januari 2026	100%	01 Januari 2026 sampai 01 Januari 2029	Surat Tugas; Surat tugas Fera Dwidarti; surat tugas; buku	Sesuai	Sesuai PO BKD 2021 dan sesuai dengan syarat kewajiban khusus dan bidang kepakaran dosen	sesuai PO BKD 2021, khususnya pada bigang penulisan buku refesnsi	
